"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL486231";"GS-461203";"-1.0";"500.16";"3";"-1.13";"2'-Me,2'-F-UTP";"C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O";"IC50";"'='";"570.0";"nM";"6.24";"";"";"UO_0000065";"12.48";"0.28";"7.37";"2.56";"0";"CHEMBL4413728";"Inhibition of NS5B polymerase in HCV genotype 4a infected in human HuH7 replicon cells after 96 hrs by RT-PCR analysis";"B";"BAO_0000219";"cell-based format";"Hepatitis C virus subtype 4a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4411318";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4284172";"";"None";"602.59";"2";"7.05";"26";"CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5ccccc5)CC4)c3)cc12";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"12.85";"0.24";"0.69";"8.05";"0";"CHEMBL4251924";"Inhibition of C-terminal 18 amino acids truncated HCV Con1 NS5B RNA dependent RNA polymerase C316N mutant expressed in Escherichia coli BL21 (DE3) using pGpG primer/homopolymeric C template assessed as decrease in RNA synthesis preincubated for >= 1 hr followed by primer and GTP/[33P]-GTP addition measured after 15 mins by scintillation proximity assay";"B";"BAO_0000019";"assay format";"Hepatitis C virus (isolate Con1)";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4251547";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";""
"CHEMBL4282695";"";"None";"606.58";"2";"6.09";"32";"CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4ncccn4)c3)cc12";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"12.04";"0.23";"1.21";"5.98";"0";"CHEMBL4251924";"Inhibition of C-terminal 18 amino acids truncated HCV Con1 NS5B RNA dependent RNA polymerase C316N mutant expressed in Escherichia coli BL21 (DE3) using pGpG primer/homopolymeric C template assessed as decrease in RNA synthesis preincubated for >= 1 hr followed by primer and GTP/[33P]-GTP addition measured after 15 mins by scintillation proximity assay";"B";"BAO_0000019";"assay format";"Hepatitis C virus (isolate Con1)";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4251547";"1";"Scientific Literature";"Medchemcomm";"2017";"None";"";""
"CHEMBL2236791";"";"None";"402.31";"1";"5.22";"Table 2, 1";"Cc1cccc(CSc2nc(-c3ccc(Cl)cc3Cl)c(C#N)c(=O)[nH]2)c1";"IC50";"'='";"33113.11";"nM";"4.48";"";"";"UO_0000065";"11.14";"0.24";"-0.74";"6.44";"0";"CHEMBL3063097";"Inhibition of Hepatitis C virus NS5B RNA-dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3046041";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";""
"CHEMBL2236454";"";"None";"416.33";"1";"5.34";"31";"N#Cc1c(-c2ccc(Cl)cc2Cl)nc(SCCCc2ccccc2)[nH]c1=O";"IC50";"'='";"12022.64";"nM";"4.92";"";"";"UO_0000065";"11.82";"0.25";"-0.42";"7.08";"0";"CHEMBL3063097";"Inhibition of Hepatitis C virus NS5B RNA-dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3046041";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";""
"CHEMBL2236426";"";"None";"434.26";"0";"4.64";"3";"N#Cc1c(-c2ccc(F)cc2F)nc(SCc2ccccc2Br)[nH]c1=O";"IC50";"'='";"13182.57";"nM";"4.88";"";"";"UO_0000065";"11.24";"0.26";"0.24";"7.02";"0";"CHEMBL3063097";"Inhibition of Hepatitis C virus NS5B RNA-dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3046041";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";""
"CHEMBL2236417";"";"None";"393.47";"0";"3.93";"Table 2, 4";"COc1cc(CSc2nc(-c3cccc(C)c3)c(C#N)c(=O)[nH]2)cc(OC)c1";"IC50";"'='";"30199.52";"nM";"4.52";"";"";"UO_0000065";"11.49";"0.22";"0.59";"5.14";"0";"CHEMBL3063097";"Inhibition of Hepatitis C virus NS5B RNA-dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3046041";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";""
"CHEMBL177073";"";"None";"589.67";"2";"5.08";"24";"CS(=O)(=O)Nc1ccc2[nH]cc(C[C@H](NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)C(=O)O)c2c1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"11.74";"0.23";"1.84";"4.34";"0";"CHEMBL750248";"Concentration required for inhibiting hepatitis C virus NS5B RNA polymerase activity.";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1149207";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL208843";"";"None";"542.04";"2";"8.10";"47";"Cc1nc(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)cc2)c(-c2ccc(Cl)cc2)o1";"IC50";"'='";"1725837.89";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3074361";"Inhibition of Hepatitis C virus genotype 1 NS5B polymerases lacking C-terminal 47 amino acid residues expressed in Escherichia coli after 60 min";"B";"BAO_0000019";"assay format";"Hepatitis C virus genotype 1";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3045038";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";""
"CHEMBL4442797";"";"None";"385.88";"0";"2.46";"15e";"COc1ccc(N2CN=c3s/c(=C/c4ccccc4Cl)c(=O)n3C2)cc1";"IC50";"'='";"1260.0";"nM";"5.90";"";"";"UO_0000065";"15.29";"0.31";"3.44";"12.60";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL4594122";"";"None";"321.41";"0";"1.79";"13a";"O=c1/c(=C\c2ccccc2)sc2n1CN(c1ccccc1)CN=2";"IC50";"'='";"619.44";"nM";"6.21";"";"";"UO_0000065";"19.31";"0.37";"4.42";"16.51";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL4437513";"";"None";"390.30";"0";"3.10";"13f";"O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccccc1)CN=2";"IC50";"'='";"1370.88";"nM";"5.86";"";"";"UO_0000065";"15.02";"0.32";"2.76";"15.59";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL175177";"";"None";"310.35";"0";"4.50";"1";"O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"18.68";"0.34";"1.30";"8.49";"1";"CHEMBL750248";"Concentration required for inhibiting hepatitis C virus NS5B RNA polymerase activity.";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1149207";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL4646449";"";"None";"497.52";"0";"3.85";"28-2";"Cc1ccc2c(-c3ccc[nH]c3=O)c(C(=O)NS(=O)(=O)C3CC3)n(Cc3cc(F)ccc3F)c2c1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"16.68";"0.32";"4.45";"8.22";"0";"CHEMBL4602778";"Inhibition of HCV NS5B polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4602603";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL375133";"";"None";"640.16";"2";"9.08";"4";"CC(C)NC(=O)c1ccc(-c2ccc(Cl)cc2)c(COc2ccc(-c3nc4cc(C(=O)O)ccc4n3C3CCCCC3)c(F)c2)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"12.32";"0.23";"-1.19";"8.44";"0";"CHEMBL3074361";"Inhibition of Hepatitis C virus genotype 1 NS5B polymerases lacking C-terminal 47 amino acid residues expressed in Escherichia coli after 60 min";"B";"BAO_0000019";"assay format";"Hepatitis C virus genotype 1";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3045038";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";""
"CHEMBL3286449";"";"None";"549.22";"3";"-1.54";"10a-TP, 5'-C-Me-LNA-G-TP";"CC(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@]12CO[C@@H]([C@H](n3cnc4c(=O)[nH]c(N)nc43)O1)[C@@H]2O";"IC50";"'='";"25110.0";"nM";"4.60";"";"";"UO_0000065";"8.38";"0.18";"6.14";"1.60";"0";"CHEMBL3291649";"Inhibition of purified Hepatitis C virus NS5B polymerase S282T mutant";"B";"BAO_0000019";"assay format";"Hepatitis C virus subtype 1b";"None";"None";"None";"None";"";"O39930";"S282T";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3286168";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL4110104";"";"None";"536.24";"3";"0.73";"BDBM241872";"CC(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(F)[C@@H]1O";"IC50";"'>'";"20000.0";"nM";"";"";"421856";"UO_0000065";"";"";"";"";"0";"CHEMBL3888895";"Polymerase Inhibition Assay: The ability of the nucleoside triphosphate derivatives to inhibit the enzymatic activity of the HCV NS5B RNA-dependent RNA polymerase was measured in a radiolabeled nucleotide incorporation assay modified from the method described in International Publication No. WO2002/057287. Briefly, 50 μL reactions containing 20 mM HEPES (pH 7.3), 7.5 mM DTT, 20 units/mL RNasIN, 1 μM each of ATP, GTP, UTP and CTP, 20 μCi/mL [33P]-CTP, 10 mM MgCl2, 60 mM NaCl, 100 μg/ml BSA, 0.021 μM DCoH heteropolymer RNA template and 5 nM NS5B (1b-BKΔ55) enzyme were incubated at room temperature for 1 hour. Assay was terminated by the addition of 500 mM EDTA (50 μL). The reaction mixture was transferred to a Millipore DE81 filter plate and the incorporation of labeled CTP was determined using Packard TopCount.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3886878";"37";"BindingDB Database";"";"2016";"None";"";""
"CHEMBL3233234";"";"None";"558.04";"1";"3.96";"2a";"CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(Cl)c3)c2-c2ccccc2S1(=O)=O";"IC50";"'='";"127700.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3242327";"Inhibition of RNA-dependent RNA polymerase activity of HCV genotype 1b HC-J4 recombinant N-terminal histidine tagged C-terminal 21 aminoacids truncated NS5B polymerase M414T mutant at palm site 1 after 1 hr by standard primer dependent elongation assay";"B";"BAO_0000019";"assay format";"Hepatitis C virus isolate HC-J4";"None";"None";"None";"None";"";"O39930";"M414T";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL3232903";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL182203";"";"None";"398.44";"0";"2.22";"5h";"CC(C)Nn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21";"IC50";"'='";"6350.0";"nM";"5.20";"";"";"UO_0000065";"13.04";"0.25";"2.98";"4.61";"0";"CHEMBL832928";"Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B of genotype 1a Hepatitis C virus";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1142034";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
"CHEMBL110021";"";"None";"256.21";"0";"0.70";"4";"CCOC(=O)c1cc(=O)c(O)c(C(=O)OCC)o1";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"21.07";"0.41";"4.70";"5.24";"0";"CHEMBL750255";"Inhibitory potency of compound in presence of Mn2+ ion against NS5B HCV polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1146656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL370081";"";"None";"387.44";"0";"4.90";"64";"CCc1ccccc1Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)O)cc1";"IC50";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"12.97";"0.24";"0.13";"6.65";"0";"CHEMBL832697";"Inhibitory concentration against Hepatitis C virus NS5B polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1140265";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
"CHEMBL46789";"";"None";"130.10";"0";"-0.38";"2";"CC(=O)CC(=O)C(=O)O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768322";"Inhibitory activity against Hepatitis C virus RNA dependent RNA polymerase nonstructural protein 5B";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1139456";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL4456569";"";"None";"386.40";"0";"3.51";"6c";"COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccc(F)cc3)C2=O)cc1";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"16.59";"0.32";"2.90";"8.47";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL4464682";"";"None";"385.88";"0";"2.46";"15b";"COc1ccc(N2CN=c3s/c(=C/c4ccc(Cl)cc4)c(=O)n3C2)cc1";"IC50";"'='";"3530.0";"nM";"5.45";"";"";"UO_0000065";"14.13";"0.29";"2.99";"11.64";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL1689390";"";"None";"338.39";"0";"3.36";"4a";"O=C(CN1C(=O)S/C(=C\c2ccccc2)C1=O)Nc1ccccc1";"IC50";"'='";"4797.33";"nM";"5.32";"";"";"UO_0000065";"15.72";"0.30";"1.96";"8.00";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL4544375";"";"None";"368.41";"0";"3.37";"6a";"COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccccc3)C2=O)cc1";"IC50";"'='";"449.78";"nM";"6.35";"";"";"UO_0000065";"17.23";"0.33";"2.98";"8.38";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL4560888";"";"None";"339.40";"0";"1.93";"13c";"O=c1/c(=C\c2ccc(F)cc2)sc2n1CN(c1ccccc1)CN=2";"IC50";"'='";"2197.86";"nM";"5.66";"";"";"UO_0000065";"16.67";"0.32";"3.73";"15.05";"0";"CHEMBL4314448";"Inhibition of recombinant HCV genotype 1a NS5B polymerase coincubated with HCV international ribosome entry site template sequence containing nucleotide residues 21-371 of HCV 5'-untranslated Escherichia coli DNA polymerase I region incubated for 3 hrs by scintillation/luminescence counter method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1a";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4311989";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL174910";"";"None";"250.25";"0";"1.70";"15";"CCCOc1ccccc1C(=O)CC(=O)C(=O)O";"IC50";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"21.61";"0.41";"3.71";"6.71";"0";"CHEMBL768322";"Inhibitory activity against Hepatitis C virus RNA dependent RNA polymerase nonstructural protein 5B";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1139456";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL4440367";"";"None";"518.15";"3";"-0.84";"3b-TP";"C[C@]1(F)[C@H](n2ccc(=O)[nH]c2=O)O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O";"IC50";"'='";"860.0";"nM";"6.07";"";"";"UO_0000065";"11.71";"0.27";"6.91";"2.48";"0";"CHEMBL4394392";"Inhibition of HCV NS5B RNA-dependent RNA polymerase activity assessed as reduction in radiolabeled-UTP incorporation into RNA using cIRES template measured after 2 hrs by microscintillation counting method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4393666";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4543543";"";"None";"534.15";"3";"-1.86";"2b-TP";"O=c1ccn([C@@H]2O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@]2(O)CF)c(=O)[nH]1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"12.78";"0.29";"8.68";"2.58";"0";"CHEMBL4394392";"Inhibition of HCV NS5B RNA-dependent RNA polymerase activity assessed as reduction in radiolabeled-UTP incorporation into RNA using cIRES template measured after 2 hrs by microscintillation counting method";"B";"BAO_0000357";"single protein format";"Hepatitis C virus";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL4393666";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL214864";"";"None";"309.37";"0";"4.79";"9";"Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)O)cc21";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"24.82";"0.46";"2.89";"13.87";"0";"CHEMBL862448";"Inhibition of HCV 1b NS5B delta21 RNA dependent RNA polymerase by SPA";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1b";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1146881";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL215848";"";"None";"410.54";"1";"5.20";"12b";"CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc(C(=O)O)sc21";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"16.17";"0.31";"1.44";"10.61";"0";"CHEMBL870300";"Inhibition of HCV BK NS5B deltaC55 RNA dependent RNA polymerase";"B";"BAO_0000357";"single protein format";"Hepatitis C virus (isolate BK)";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1146030";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL361434";"";"None";"320.39";"0";"4.91";"5A";"O=C(O)c1ccc2c(c1)nc(-c1ccccc1)n2C1CCCCC1";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"17.19";"0.31";"0.60";"9.99";"0";"CHEMBL862448";"Inhibition of HCV 1b NS5B delta21 RNA dependent RNA polymerase by SPA";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1b";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1146881";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL386508";"";"None";"323.39";"1";"5.18";"4C";"Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)O)cc21";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"24.11";"0.44";"2.62";"14.08";"0";"CHEMBL862448";"Inhibition of HCV 1b NS5B delta21 RNA dependent RNA polymerase by SPA";"B";"BAO_0000357";"single protein format";"Hepatitis C virus subtype 1b";"None";"None";"None";"None";"";"";"";"CHEMBL5375";"Hepatitis C virus NS5B RNA-dependent RNA polymerase";"Hepatitis C virus";"SINGLE PROTEIN";"CHEMBL1146881";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
